"observedProperty","4202","Humidity","s_h0","http://dbpedia.org/page/Relative_humidity"
"observedProperty","4200","Temperature","s_t0","http://www.qudt.org/qudt/owl/1.0.0/quantity/Instances.html#AreaTemperature"
"observedProperty","3499","PM2.5 Particulates","s_d0","https://en.wikipedia.org/wiki/Particulates"
"thing","503223","SensorUp AirQ:1C466D Device","SensorUp AirQ:1C466D Device","{""previousId"":""1C4418"",""displayName"":""Silver Springs #1""}","503932;"
"thing","503219","SensorUp AirQ:1C45B9 Device","SensorUp AirQ:1C45B9 Device","{""displayName"":""Monterey Park""}","503853;"
"thing","503215","SensorUp AirQ:1C461C Device","SensorUp AirQ:1C461C Device","{""displayName"":""Woodbine""}","503792;"
"thing","503211","SensorUp AirQ:1C4A3E Device","SensorUp AirQ:1C4A3E Device","{""displayName"":""Sundance #3""}","503733;"
"thing","503207","SensorUp AirQ:1C45C0 Device","SensorUp AirQ:1C45C0 Device","{""displayName"":""Hounsfield Heights\/Briar Hill #2""}","503681;"
"thing","503203","SensorUp AirQ:1C45C6 Device","SensorUp AirQ:1C45C6 Device","{""displayName"":""CFB-Currie""}","503640;"
"thing","503199","SensorUp AirQ:1C4609 Device","SensorUp AirQ:1C4609 Device","{""displayName"":""Varsity #2""}","503584;"
"thing","503195","SensorUp AirQ:1C4A78 Device","SensorUp AirQ:1C4A78 Device","{""displayName"":""Sundance #2""}","503515;"
"thing","503191","SensorUp AirQ:1C55C2 Device","SensorUp AirQ:1C55C2 Device","{""displayName"":""Chaparral""}","503485;"
"thing","503187","SensorUp AirQ:1C43BF Device","SensorUp AirQ:1C43BF Device","{""displayName"":""Redstone""}","503462;"
"thing","503183","SensorUp AirQ:1C4665 Device","SensorUp AirQ:1C4665 Device","{""displayName"":""Hillhurst #1""}","503399;"
"thing","503179","SensorUp AirQ:1C45E9 Device","SensorUp AirQ:1C45E9 Device","{""displayName"":""Thorncliffe""}","503343;"
"thing","367096","SensorUp AirQ:1C461D Device","SensorUp AirQ:1C461D Device","{""displayName"":""Kincora""}","367110;"
"thing","357673","SensorUp AirQ:1C50DF Device","SensorUp AirQ:1C50DF Device","{""displayName"":""Signal Hill #1""}","357690;"
"thing","354810","SensorUp AirQ:1C462A Device","SensorUp AirQ:1C462A Device","{""displayName"":""Just North of Calgary""}","354821;"
"thing","315554","SensorUp AirQ:1C3ED9 Device","SensorUp AirQ:1C3ED9 Device","{""displayName"":""Sundance #1""}","316593;"
"thing","308210","SensorUp AirQ:1C434B Device","SensorUp AirQ:1C434B Device","{""displayName"":""Shawnessy""}","308215;"
"thing","302476","SensorUp AirQ:1C4A7C-L1 Device","SensorUp AirQ:1C4A7C-L1 Device","{""displayName"":""Lower Mount Royal""}","302487;"
"thing","267113","SensorUp AirQ:1C51F6 Device","SensorUp AirQ:1C51F6 Device","{""displayName"":""McKenzie Towne #1""}","267118;"
"thing","259531","SensorUp AirQ:1C4603 Device","SensorUp AirQ:1C4603 Device","{""displayName"":""Mount Pleasant""}","259560;"
"thing","140940","SensorUp AirQ:1C552C Device","SensorUp AirQ:1C552C Device","{""displayName"":""Varsity #1""}","141008;"
"thing","116514","SensorUp AirQ:1C567E Device","SensorUp AirQ:1C567E Device","{""displayName"":""Tuscany""}","116528;"
"thing","103033","SensorUp AirQ:0C440F Device","SensorUp AirQ:0C440F Device","{""displayName"":""Hawkwood #1""}","103059;"
"thing","103029","SensorUp AirQ:1C4A3F Device","SensorUp AirQ:1C4A3F Device","{""displayName"":""Sunnyside #1""}","103064;"
"thing","103025","SensorUp AirQ:1C51FD-L1 Device","SensorUp AirQ:1C51FD-L1 Device","{""displayName"":""Edgemont #2""}","103132;"
"thing","90310","CRAZ - Calgary Central 2","CRAZ - Calgary Central 2","{""displayName"":""Downtown""}","90299;"
"thing","90305","CRAZ - Calgary Northwest","CRAZ - Calgary Northwest","{""displayName"":""University District""}","90288;"
"thing","90303","CRAZ - Calgary Southeast","CRAZ - Calgary Southeast","{""displayName"":""East Shepard Industrial""}","90295;"
"thing","3508","SensorUp AirBox:74DA388FF3F6 Device","SensorUp AirBox:74DA388FF3F6 Device","{""owner"":""SensorUp"",""displayName"":""SensorUp HQ""}","4225;"
"thing","3506","SensorUp AirBox:74DA388FF3F0 Device","SensorUp AirBox:74DA388FF3F0 Device","{""owner"":""SU-SW-2"",""displayName"":""Marda Loop""}","4235;"
"thing","3504","SensorUp AirBox:74DA388FF3EE Device","SensorUp AirBox:74DA388FF3EE Device","{""owner"":""Steve"",""displayName"":""Edgemont #1""}","4220;"
"thing","3502","SensorUp AirBox:74DA388FF534 Device","SensorUp AirBox:74DA388FF534 Device","{""owner"":""SU-SW-1"",""displayName"":""Canyon Meadows #1""}","4230;"
"thing","3500","SensorUp AirBox:74DA388FF406 Device","SensorUp AirBox:74DA388FF406 Device","{""owner"":""SU-W-1"",""displayName"":""Spruce Cliff""}","7745;"
"dataStream","11388515","NA","AirQ:1D76B2 :Humidity","http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement","{""symbol"":""%"",""name"":""Percent"",""definition"":""http:\/\/www.qudt.org\/qudt\/owl\/1.0.0\/unit\/Instances.html#Percent""}","11388512","4202","4197"
"dataStream","11388514","NA","AirQ:1D76B2 :Temperature","http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement","{""symbol"":""C"",""name"":""degree Celsius"",""definition"":""http:\/\/www.qudt.org\/qudt\/owl\/1.0.0\/unit\/Instances.html#DegreeCelsius""}","11388512","4200","4197"
"dataStream","11388513","NA","AirQ:1D76B2 :PM2.5","http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement","{""symbol"":""ug\/m3"",""name"":""microgram per cubic meter"",""definition"":""""}","11388512","3499","3498"
"dataStream","8774758","NA","AirQ:1C51FD :Humidity","http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement","{""symbol"":""%"",""name"":""Percent"",""definition"":""http:\/\/www.qudt.org\/qudt\/owl\/1.0.0\/unit\/Instances.html#Percent""}","8774755","4202","4197"
"dataStream","8774757","NA","AirQ:1C51FD :Temperature","http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement","{""symbol"":""C"",""name"":""degree Celsius"",""definition"":""http:\/\/www.qudt.org\/qudt\/owl\/1.0.0\/unit\/Instances.html#DegreeCelsius""}","8774755","4200","4197"
"dataStream","8774756","NA","AirQ:1C51FD :PM2.5","http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement","{""symbol"":""ug\/m3"",""name"":""microgram per cubic meter"",""definition"":""""}","8774755","3499","3498"
"dataStream","8668356","NA","AirQ:1D7602 :Humidity","http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement","{""symbol"":""%"",""name"":""Percent"",""definition"":""http:\/\/www.qudt.org\/qudt\/owl\/1.0.0\/unit\/Instances.html#Percent""}","8668353","4202","4197"
